ticket_id,account_contact,ticket_status,ticket_priority,first_response_time,time_to_resolution,customer_satisfaction_rating
3343,clarklinda@example.net,Pending Customer Response,Medium,2023-06-01 13:04:48,,
3344,dstewart@example.com,Pending Customer Response,High,2023-06-01 16:56:48,,
3345,cpeterson@example.com,Open,Critical,,,
3346,chicks@example.net,Pending Customer Response,Low,2023-06-01 22:49:52,,
3347,michelecaldwell@example.com,Closed,Critical,2023-06-01 17:36:53,2023-06-01 14:07:53,3.0
3348,dchavez@example.net,Pending Customer Response,Critical,2023-06-01 19:15:53,,
3349,stevennixon@example.net,Closed,Medium,2023-06-01 19:57:55,2023-06-01 08:20:55,3.0
3350,tylerjimenez@example.com,Open,Medium,,,
3351,jeannebrown@example.net,Closed,Critical,2023-06-01 09:18:58,2023-06-01 20:53:58,5.0
3352,okent@example.net,Open,Low,,,
3353,julianyoung@example.net,Closed,High,2023-06-01 15:10:01,2023-06-01 00:15:01,4.0
3354,tnguyen@example.net,Pending Customer Response,High,2023-06-01 04:15:02,,
3355,clinton01@example.net,Open,High,,,
3356,brandoncarter@example.com,Closed,Low,2023-06-01 05:39:06,2023-05-31 23:28:06,1.0
3357,angelamoore@example.net,Pending Customer Response,Low,2023-06-01 13:15:07,,
3358,stewartsteven@example.net,Pending Customer Response,Medium,2023-06-01 13:14:09,,
3359,dawnfitzpatrick@example.net,Open,Medium,,,
3360,chall@example.net,Closed,Medium,2023-06-01 14:40:10,2023-06-01 15:25:10,3.0
3361,kball@example.org,Pending Customer Response,Critical,2023-06-01 05:14:11,,
3362,hvillanueva@example.com,Closed,High,2023-06-01 22:07:13,2023-06-01 09:28:13,5.0
3363,josemiller@example.org,Closed,High,2023-06-01 06:35:14,2023-06-01 22:19:14,1.0
3364,hdavis@example.net,Pending Customer Response,Low,2023-06-01 12:29:14,,
3365,jonathanlyons@example.com,Pending Customer Response,High,2023-06-01 02:53:15,,
3366,mitchelljennifer@example.com,Closed,Critical,2023-06-01 13:33:17,2023-06-01 15:14:17,1.0
3367,jwest@example.net,Pending Customer Response,Critical,2023-06-01 03:52:18,,
3368,pmitchell@example.net,Pending Customer Response,High,2023-06-01 10:38:20,,
3369,carrollandrew@example.net,Pending Customer Response,Medium,2023-06-01 06:59:21,,
3370,iscott@example.com,Closed,Low,2023-06-01 01:13:23,2023-06-01 14:50:23,2.0
3371,summerlee@example.com,Closed,Low,2023-06-01 03:42:24,2023-06-01 17:42:24,2.0
3372,kathleenduke@example.com,Pending Customer Response,Medium,2023-06-01 20:52:25,,
3373,patrick75@example.com,Pending Customer Response,High,2023-06-01 13:34:27,,
3374,dawn90@example.com,Pending Customer Response,High,2023-06-01 22:13:28,,
3375,jamescortez@example.org,Closed,Critical,2023-06-01 09:22:29,2023-06-01 21:46:29,1.0
3376,james85@example.com,Open,Critical,,,
3377,hernandezchristine@example.org,Closed,Low,2023-06-01 03:28:30,2023-06-01 21:24:30,1.0
3378,melanie21@example.com,Pending Customer Response,Medium,2023-06-01 20:51:31,,
3379,nicole63@example.net,Closed,High,2023-06-01 14:50:33,2023-06-01 17:53:33,3.0
3380,qhenson@example.net,Closed,Medium,2023-06-01 17:13:35,2023-06-01 21:51:35,4.0
3381,hwalter@example.com,Open,Critical,,,
3382,pmoore@example.com,Closed,Critical,2023-06-01 12:20:38,2023-06-01 20:00:38,1.0
3383,nathan62@example.com,Closed,Medium,2023-06-01 21:38:39,2023-06-01 21:00:39,1.0
3384,stantondonna@example.org,Pending Customer Response,High,2023-06-01 05:26:41,,
3385,wilkinsmitchell@example.org,Closed,Medium,2023-06-01 08:59:43,2023-06-01 15:30:43,4.0
3386,vazquezjoseph@example.com,Open,Critical,,,
3387,nguyencourtney@example.org,Pending Customer Response,High,2023-06-01 07:41:46,,
3388,ericksonamy@example.net,Closed,Critical,2023-06-01 11:41:48,2023-06-01 00:20:48,4.0
3389,jamiewhite@example.com,Open,Critical,,,
3390,crystal57@example.com,Closed,Critical,2023-06-01 07:58:50,2023-06-01 09:49:50,4.0
3391,jenniferwolf@example.com,Closed,Medium,2023-06-01 00:46:51,2023-06-01 19:02:51,2.0
3392,wendy99@example.com,Open,Medium,,,
3393,michael12@example.net,Closed,Medium,2023-06-01 07:47:55,2023-06-01 07:26:55,4.0
3394,andersonandrew@example.org,Pending Customer Response,Critical,2023-06-01 04:06:56,,
3395,nancyriley@example.net,Pending Customer Response,Medium,2023-06-01 11:41:58,,
3396,currycheryl@example.net,Closed,High,2023-06-01 04:30:00,2023-06-01 05:56:00,1.0
3397,whitelarry@example.net,Open,Critical,,,
3398,obell@example.com,Closed,Critical,2023-06-01 03:45:02,2023-06-01 19:16:02,2.0
3399,charlotteevans@example.net,Closed,Low,2023-06-01 19:36:04,2023-06-01 13:34:04,3.0
3400,kevin12@example.com,Closed,Critical,2023-06-01 08:44:05,2023-06-01 11:20:05,1.0
3401,qcross@example.org,Pending Customer Response,High,2023-06-01 16:37:07,,
3402,brownthomas@example.org,Pending Customer Response,Critical,2023-06-01 06:01:09,,
3403,paul64@example.net,Pending Customer Response,Medium,2023-06-01 11:19:10,,
3404,smithcynthia@example.net,Open,Medium,,,
3405,nancy34@example.org,Closed,High,2023-06-01 14:51:13,2023-06-01 03:36:13,1.0
3406,kfuller@example.net,Pending Customer Response,Medium,2023-06-01 19:42:15,,
3407,stephen46@example.org,Pending Customer Response,High,2023-06-01 09:47:17,,
3408,zreeves@example.com,Closed,Medium,2023-06-01 21:56:18,2023-06-01 22:23:18,2.0
3409,shall@example.com,Pending Customer Response,Critical,2023-05-31 23:29:19,,
3410,natalie63@example.com,Pending Customer Response,Medium,2023-06-01 02:47:20,,
3411,michaelerickson@example.com,Pending Customer Response,Medium,2023-06-01 02:16:21,,
3412,jeremy52@example.com,Pending Customer Response,Low,2023-06-01 07:33:22,,
3413,sarahharper@example.org,Closed,Medium,2023-06-01 00:12:23,2023-06-01 09:23:23,3.0
3414,nancyrodriguez@example.com,Open,Medium,,,
3415,carlbutler@example.com,Open,Critical,,,
3416,singhraymond@example.org,Open,Low,,,
3417,scott33@example.org,Pending Customer Response,High,2023-05-31 23:12:28,,
3418,frodriguez@example.com,Closed,High,2023-06-01 14:42:29,2023-06-01 13:03:29,5.0
3419,steven90@example.org,Open,Critical,,,
3420,jonathan90@example.org,Pending Customer Response,Medium,2023-06-01 18:52:30,,
3421,keith79@example.org,Closed,Medium,2023-06-01 00:58:32,2023-06-01 19:24:32,4.0
3422,holdendavid@example.org,Pending Customer Response,Low,2023-06-01 00:07:33,,
3423,rrios@example.com,Pending Customer Response,Low,2023-06-01 23:01:34,,
3424,smithcassandra@example.net,Closed,High,2023-06-01 01:06:35,2023-06-01 19:33:35,5.0
3425,camposwilliam@example.com,Pending Customer Response,Medium,2023-05-31 23:40:36,,
3426,rsharp@example.net,Closed,High,2023-06-01 22:23:38,2023-06-01 05:32:38,5.0
3427,nortonthomas@example.com,Closed,Medium,2023-06-01 07:56:40,2023-06-01 01:46:40,3.0
3428,kellychavez@example.com,Open,High,,,
3429,omartinez@example.com,Open,Medium,,,
3430,nicolemoody@example.com,Pending Customer Response,Critical,2023-06-01 06:35:44,,
3431,qcurtis@example.com,Open,Low,,,
3432,brittneycarter@example.com,Open,Low,,,
3433,rodriguezmichelle@example.com,Closed,Critical,2023-06-01 17:38:46,2023-06-01 09:04:46,4.0
3434,kara09@example.com,Pending Customer Response,Low,2023-06-01 09:28:48,,
3435,thomaskelly@example.net,Pending Customer Response,Medium,2023-06-01 02:30:49,,
3436,jessicalam@example.org,Open,Critical,,,
3437,anthonyhester@example.net,Pending Customer Response,Critical,2023-06-01 08:53:51,,
3438,lisa94@example.org,Open,Low,,,
3439,ljones@example.net,Open,Low,,,
3440,qlopez@example.net,Closed,Critical,2023-06-01 09:12:55,2023-06-01 11:08:55,1.0
3441,daniel92@example.org,Pending Customer Response,High,2023-06-01 12:50:55,,
3442,darren53@example.net,Open,Low,,,
3443,bradshawkatie@example.com,Open,Low,,,
3444,yjohnston@example.com,Closed,Medium,2023-06-01 12:14:57,2023-06-01 00:06:57,5.0
3445,rcastro@example.net,Pending Customer Response,Critical,2023-06-01 07:52:59,,
3446,james99@example.org,Open,Critical,,,
3447,reevessusan@example.com,Closed,High,2023-06-01 06:34:02,2023-06-01 17:09:02,3.0
3448,perezchristopher@example.com,Open,Medium,,,
3449,xstevenson@example.com,Pending Customer Response,Critical,2023-05-31 23:32:04,,
3450,sara65@example.org,Open,High,,,
3451,ychristian@example.org,Open,Medium,,,
3452,nathanielgrant@example.org,Open,Critical,,,
3453,triciaanderson@example.net,Open,Low,,,
3454,pfrank@example.com,Open,High,,,
3455,peterpadilla@example.com,Open,Critical,,,
3456,ywalter@example.com,Pending Customer Response,Critical,2023-06-01 04:28:13,,
3457,marcjohnson@example.org,Open,Low,,,
3458,cturner@example.org,Pending Customer Response,Low,2023-06-01 01:10:17,,
3459,jason35@example.com,Open,High,,,
3460,patrickking@example.net,Closed,High,2023-06-01 18:31:19,2023-06-01 15:48:19,4.0
3461,donaldhuffman@example.net,Closed,Medium,2023-06-01 01:01:21,2023-06-01 03:01:21,5.0
3462,michaelgonzales@example.org,Open,High,,,
3463,scott67@example.net,Open,Medium,,,
3464,zhill@example.com,Pending Customer Response,Low,2023-06-01 13:07:26,,
3465,wolson@example.com,Open,High,,,
3466,michaelconrad@example.net,Open,Medium,,,
3467,willie21@example.com,Closed,Low,2023-06-01 15:38:29,2023-06-01 09:55:29,4.0
3468,reynoldskara@example.com,Open,Low,,,
3469,whiteallison@example.com,Pending Customer Response,High,2023-06-01 19:10:31,,
3470,wnguyen@example.net,Open,Critical,,,
3471,jonespeter@example.net,Closed,Critical,2023-06-01 18:51:33,2023-06-01 06:36:33,3.0
3472,oflynn@example.net,Open,Low,,,
3473,vanessa66@example.org,Open,Critical,,,
3474,qbautista@example.com,Closed,Critical,2023-06-01 22:37:36,2023-06-01 20:15:36,5.0
3475,rebeccadavenport@example.com,Open,High,,,
3476,vmartinez@example.org,Open,High,,,
3477,caldwellmatthew@example.org,Closed,Low,2023-05-31 23:44:41,2023-06-01 11:58:41,3.0
3478,ronaldsampson@example.org,Closed,Critical,2023-06-01 13:39:42,2023-06-01 11:13:42,5.0
3479,thompsonjoshua@example.net,Closed,Critical,2023-06-01 09:38:44,2023-06-01 21:58:44,5.0
3480,ajohnson@example.com,Closed,Medium,2023-06-01 20:12:46,2023-06-01 00:47:46,1.0
3481,robert26@example.net,Pending Customer Response,High,2023-06-01 07:29:47,,
3482,greenechristina@example.net,Open,Medium,,,
3483,annette77@example.org,Pending Customer Response,Critical,2023-06-01 17:20:49,,
3484,mendozaadriana@example.org,Closed,High,2023-06-01 06:54:49,2023-06-01 15:07:49,5.0
3485,hernandezkevin@example.org,Pending Customer Response,High,2023-06-01 06:26:50,,
3486,adavis@example.net,Pending Customer Response,Critical,2023-06-01 18:21:51,,
3487,vargasdenise@example.org,Open,High,,,
3488,cynthia51@example.net,Pending Customer Response,Medium,2023-06-01 06:43:52,,
3489,andersonkristin@example.com,Open,Low,,,
3490,gharris@example.com,Closed,Medium,2023-06-01 19:12:54,2023-05-31 23:07:54,2.0
3491,webbtimothy@example.net,Pending Customer Response,Low,2023-06-01 00:53:56,,
3492,margaret73@example.org,Pending Customer Response,Medium,2023-06-01 07:24:58,,
3493,terrence58@example.org,Pending Customer Response,Medium,2023-06-01 14:00:00,,
3494,stephenklein@example.org,Pending Customer Response,Medium,2023-06-01 01:25:02,,
3495,svillegas@example.net,Pending Customer Response,High,2023-06-01 12:49:03,,
3496,jlove@example.com,Open,Critical,,,
3497,umiller@example.org,Open,High,,,
3498,matthewwheeler@example.org,Pending Customer Response,Critical,2023-06-01 11:46:06,,
3499,dalton56@example.com,Pending Customer Response,Critical,2023-06-01 22:34:07,,
3500,allencole@example.net,Pending Customer Response,Low,2023-06-01 19:28:08,,
3501,dixonmichael@example.org,Open,Medium,,,
3502,beandanny@example.com,Pending Customer Response,Critical,2023-06-01 21:06:12,,
3503,sarah34@example.org,Open,Medium,,,
3504,garrettlittle@example.org,Pending Customer Response,Medium,2023-06-01 07:50:16,,
3505,ychandler@example.org,Open,Medium,,,
3506,heidistewart@example.org,Closed,Critical,2023-06-01 22:25:19,2023-06-01 05:54:19,2.0
3507,elizabethsilva@example.org,Pending Customer Response,Medium,2023-06-01 14:51:20,,
3508,paula30@example.com,Pending Customer Response,Medium,2023-06-01 15:47:22,,
3509,dpayne@example.org,Open,Medium,,,
3510,davidcox@example.com,Open,Critical,,,
3511,porterbriana@example.com,Closed,Low,2023-06-01 15:11:27,2023-06-01 00:14:27,5.0
3512,lopezcharles@example.org,Pending Customer Response,High,2023-06-01 20:31:28,,
3513,robert12@example.com,Closed,High,2023-06-01 15:21:28,2023-06-01 04:49:28,1.0
3514,kshaw@example.net,Closed,Low,2023-06-01 17:28:29,2023-06-01 18:39:29,1.0
3515,ryan27@example.net,Open,Medium,,,
3516,theresa82@example.org,Pending Customer Response,High,2023-06-01 05:21:32,,
3517,john46@example.net,Pending Customer Response,Medium,2023-06-01 18:55:33,,
3518,lewisangela@example.org,Pending Customer Response,Low,2023-06-01 14:26:35,,
3519,elizabeth97@example.com,Closed,Critical,2023-06-01 13:33:36,2023-06-01 18:24:36,2.0
3520,kmoore@example.net,Closed,Critical,2023-06-01 06:40:38,2023-06-01 09:56:38,5.0
3521,williammccullough@example.net,Open,Critical,,,
3522,bradley84@example.com,Open,Medium,,,
3523,savannahdelgado@example.org,Closed,Low,2023-06-01 04:03:43,2023-06-01 01:03:43,2.0
3524,douglas14@example.org,Closed,Critical,2023-06-01 12:20:44,2023-06-01 06:26:44,5.0
3525,jeffreyellis@example.net,Closed,High,2023-06-01 11:19:45,2023-06-01 17:05:45,4.0
3526,meganmedina@example.net,Pending Customer Response,Critical,2023-06-01 00:15:46,,
3527,twells@example.com,Closed,High,2023-06-01 01:24:46,2023-06-01 02:28:46,5.0
3528,gutierrezkevin@example.org,Closed,Critical,2023-06-01 22:20:47,2023-06-01 11:33:47,2.0
3529,taylor01@example.com,Open,Critical,,,
3530,richard00@example.net,Open,Low,,,
3531,matthew14@example.com,Pending Customer Response,Low,2023-06-01 07:55:51,,
3532,jessica01@example.com,Closed,Low,2023-06-01 18:22:53,2023-06-01 07:49:53,1.0
3533,cowanrobert@example.com,Pending Customer Response,High,2023-06-01 06:05:55,,
3534,melissa11@example.net,Closed,High,2023-06-01 06:44:57,2023-06-01 12:52:57,1.0
3535,jacksonsharon@example.com,Open,Low,,,
3536,davidwilliams@example.com,Open,High,,,
3537,jennifermoon@example.com,Pending Customer Response,High,2023-06-01 05:47:00,,
3538,bennettmiguel@example.com,Open,High,,,
3539,cmiller@example.com,Closed,Low,2023-06-01 01:59:02,2023-06-01 09:04:02,3.0
3540,pollardstephanie@example.com,Pending Customer Response,Critical,2023-06-01 00:16:02,,
3541,ymitchell@example.com,Closed,Low,2023-06-01 07:04:03,2023-06-01 18:47:03,5.0
3542,valerie02@example.org,Closed,Critical,2023-06-01 22:46:05,2023-06-01 20:15:05,3.0
3543,fjones@example.org,Pending Customer Response,Medium,2023-06-01 07:11:05,,
3544,ijackson@example.org,Pending Customer Response,High,2023-06-01 08:01:06,,
3545,astewart@example.net,Closed,Low,2023-06-01 17:34:08,2023-06-01 02:36:08,4.0
3546,jademorris@example.net,Closed,Medium,2023-06-01 11:06:09,2023-06-01 00:08:09,3.0
3547,uross@example.com,Open,Medium,,,
3548,nmueller@example.org,Pending Customer Response,High,2023-06-01 21:13:11,,
3549,stephanieflores@example.com,Closed,Low,2023-06-01 08:52:13,2023-06-01 16:41:13,4.0
3550,paula71@example.org,Pending Customer Response,Medium,2023-06-01 01:07:15,,
3551,choikathleen@example.net,Pending Customer Response,Medium,2023-06-01 14:53:15,,
3552,bobbydavis@example.net,Closed,Critical,2023-06-01 19:22:16,2023-06-01 17:45:16,1.0
3553,isaiahharris@example.net,Pending Customer Response,Low,2023-06-01 15:55:17,,
3554,gmyers@example.com,Closed,Low,2023-06-01 04:06:19,2023-06-01 11:25:19,5.0
3555,matthew14@example.com,Open,Medium,,,
3556,benjaminsmith@example.net,Open,Medium,,,
3557,grantmichael@example.org,Pending Customer Response,Critical,2023-06-01 03:12:23,,
3558,higginsjoanna@example.com,Pending Customer Response,Low,2023-06-01 22:24:25,,
3559,brian02@example.org,Closed,Critical,2023-06-01 10:35:26,2023-06-01 14:09:26,1.0
3560,michelle71@example.com,Open,Medium,,,
3561,ashley91@example.net,Closed,High,2023-06-01 07:02:29,2023-06-01 08:50:29,5.0
3562,vhanson@example.com,Open,Low,,,
3563,nholloway@example.com,Open,High,,,
3564,david25@example.org,Closed,High,2023-06-01 15:29:32,2023-06-01 15:54:32,1.0
3565,matthew38@example.net,Open,High,,,
3566,shieldsderek@example.com,Pending Customer Response,Critical,2023-06-01 22:19:34,,
3567,kerrjoshua@example.org,Pending Customer Response,Critical,2023-06-01 20:51:36,,
3568,matthewcooper@example.org,Pending Customer Response,Critical,2023-06-01 08:47:38,,
3569,sharon17@example.org,Closed,Medium,2023-06-01 08:20:40,2023-06-01 18:22:40,3.0
3570,kathrynjones@example.org,Open,Low,,,
3571,kthornton@example.com,Open,Low,,,
3572,osbornekaren@example.org,Closed,Low,2023-06-01 20:45:44,2023-06-01 19:17:44,2.0
3573,katie44@example.org,Open,Critical,,,
3574,thompsonthomas@example.net,Open,High,,,
3575,lee05@example.com,Pending Customer Response,High,2023-06-01 00:00:48,,
3576,brandyhughes@example.com,Closed,Low,2023-05-31 23:09:49,2023-06-01 18:06:49,5.0
3577,kwells@example.net,Closed,Medium,2023-06-01 11:37:51,2023-06-01 04:34:51,4.0
3578,cameronjerry@example.com,Pending Customer Response,Medium,2023-06-01 03:23:53,,
3579,cryan@example.org,Closed,Critical,2023-05-31 23:28:55,2023-06-01 13:08:55,4.0
3580,kgordon@example.com,Closed,Critical,2023-06-01 08:19:56,2023-06-01 10:00:56,3.0
3581,zward@example.net,Pending Customer Response,Low,2023-06-01 14:29:58,,
3582,bradleystanley@example.net,Closed,Low,2023-06-01 21:30:00,2023-06-01 10:32:00,5.0
3583,kimberlywhite@example.org,Closed,High,2023-06-01 18:40:01,2023-06-01 19:58:01,4.0
3584,wandamccall@example.org,Pending Customer Response,High,2023-06-01 09:00:02,,
3585,beth19@example.org,Closed,Critical,2023-06-01 11:05:03,2023-06-01 01:56:03,2.0
3586,rhonda73@example.net,Open,Low,,,
3587,christina10@example.net,Closed,Medium,2023-06-01 04:09:05,2023-06-01 03:33:05,5.0
3588,dakota86@example.com,Pending Customer Response,Low,2023-06-01 08:45:07,,
3589,sandra11@example.net,Open,High,,,
3590,michelle55@example.org,Closed,Low,2023-06-01 19:50:10,2023-06-01 19:50:10,2.0
3591,danielleyoung@example.org,Pending Customer Response,Low,2023-06-01 09:17:12,,
3592,wschwartz@example.org,Closed,Low,2023-06-01 12:48:14,2023-06-01 20:58:14,2.0
3593,welliott@example.com,Pending Customer Response,Critical,2023-06-01 00:17:14,,
3594,gguerra@example.org,Pending Customer Response,Critical,2023-06-01 06:59:16,,
3595,gonzalesdeborah@example.net,Closed,Low,2023-06-01 22:58:16,2023-06-01 00:06:16,5.0
3596,alexisrogers@example.org,Pending Customer Response,Medium,2023-06-01 11:09:18,,
3597,jharris@example.com,Pending Customer Response,High,2023-06-01 00:58:19,,
3598,michelle43@example.org,Pending Customer Response,Medium,2023-06-01 08:14:21,,
3599,nwilkinson@example.org,Closed,High,2023-06-01 10:53:23,2023-06-01 02:15:23,5.0
3600,natashamora@example.org,Open,High,,,
3601,glenda02@example.com,Closed,Critical,2023-06-01 17:42:26,2023-06-01 13:22:26,5.0
3602,gonzalezmax@example.com,Open,Medium,,,
3603,yprice@example.net,Open,Critical,,,
3604,robertsjoseph@example.com,Pending Customer Response,Critical,2023-06-01 09:45:31,,
3605,kristensmith@example.org,Closed,Critical,2023-06-01 19:42:32,2023-06-01 20:43:32,3.0
3606,robinsonreginald@example.org,Open,High,,,
3607,adamsjames@example.org,Open,Medium,,,
3608,eswanson@example.com,Open,High,,,
3609,jsantiago@example.org,Open,Low,,,
3610,zgarcia@example.org,Closed,High,2023-06-01 18:48:41,2023-06-01 11:50:41,2.0
3611,vlamb@example.com,Pending Customer Response,Medium,2023-06-01 01:49:42,,
3612,robert94@example.org,Open,Low,,,
3613,stevensjames@example.net,Pending Customer Response,Low,2023-06-01 05:45:46,,
3614,patrick84@example.com,Pending Customer Response,Medium,2023-06-01 20:32:46,,
3615,benjamin87@example.com,Open,High,,,
3616,hayley13@example.net,Open,Medium,,,
3617,joseph47@example.org,Open,High,,,
3618,parkercody@example.net,Closed,Low,2023-06-01 11:30:52,2023-06-01 04:44:52,1.0
3619,robert34@example.com,Pending Customer Response,Medium,2023-06-01 19:22:53,,
3620,victor56@example.org,Pending Customer Response,Critical,2023-06-01 07:52:54,,
3621,dmiller@example.org,Pending Customer Response,Medium,2023-06-01 13:16:55,,
3622,npage@example.org,Closed,High,2023-06-01 18:09:56,2023-06-01 10:39:56,3.0
3623,mconway@example.org,Open,Low,,,
3624,kcordova@example.com,Closed,Medium,2023-06-01 21:07:58,2023-06-01 14:12:58,3.0
3625,idillon@example.net,Open,High,,,
3626,tommy54@example.org,Open,Critical,,,
3627,david52@example.net,Pending Customer Response,High,2023-06-01 18:39:02,,
3628,oadams@example.net,Closed,High,2023-06-01 07:12:04,2023-06-01 14:35:04,5.0
3629,coxsara@example.com,Open,Critical,,,
3630,jessicaweeks@example.com,Open,High,,,
3631,victoria30@example.net,Pending Customer Response,High,2023-06-01 20:22:09,,
3632,nashcody@example.com,Pending Customer Response,Critical,2023-06-01 18:30:11,,
3633,gonzalezgavin@example.com,Open,High,,,
3634,evan91@example.org,Pending Customer Response,Medium,2023-06-01 00:37:13,,
3635,andrearobertson@example.net,Closed,Critical,2023-06-01 11:44:14,2023-06-01 18:43:14,3.0
3636,nphillips@example.net,Open,Medium,,,
3637,mpatel@example.net,Closed,Low,2023-06-01 11:05:17,2023-06-01 12:37:17,1.0
3638,suzanneortiz@example.net,Open,Critical,,,
3639,brooke68@example.com,Pending Customer Response,Medium,2023-06-01 06:59:20,,
3640,matthew98@example.net,Pending Customer Response,Critical,2023-06-01 18:17:20,,
3641,harrisdana@example.org,Open,Critical,,,
3642,bfernandez@example.org,Pending Customer Response,Critical,2023-06-01 02:56:24,,
3643,walkerangela@example.net,Pending Customer Response,Low,2023-06-01 00:28:25,,
3644,shannon09@example.net,Open,Low,,,
3645,nicholasmarshall@example.org,Open,Medium,,,
3646,davidhunter@example.net,Closed,Low,2023-06-01 09:41:29,2023-06-01 12:24:29,3.0
3647,stevenjohnson@example.com,Pending Customer Response,Critical,2023-06-01 04:38:31,,
3648,ucole@example.org,Open,Medium,,,
3649,hernandezmichael@example.net,Closed,High,2023-06-01 05:52:32,2023-06-01 12:14:32,3.0
3650,ealvarez@example.org,Closed,Medium,2023-06-01 06:54:34,2023-06-01 08:16:34,5.0
3651,washingtonveronica@example.net,Pending Customer Response,Medium,2023-06-01 06:24:36,,
3652,zachary10@example.com,Closed,Low,2023-06-01 15:31:37,2023-06-01 02:54:37,2.0
3653,loganperry@example.net,Closed,Medium,2023-06-01 04:31:39,2023-06-01 10:16:39,5.0
3654,ocampbell@example.org,Open,Low,,,
3655,kenneththompson@example.net,Closed,Medium,2023-06-01 01:37:42,2023-06-01 19:28:42,3.0
3656,gramirez@example.net,Pending Customer Response,Medium,2023-06-01 01:31:44,,
3657,jacqueline14@example.net,Closed,High,2023-06-01 14:48:45,2023-06-01 15:11:45,3.0
3658,william61@example.net,Closed,Low,2023-06-01 01:17:47,2023-05-31 23:45:47,1.0
3659,noahwilliams@example.com,Pending Customer Response,Medium,2023-06-01 20:01:48,,
3660,kendra11@example.com,Open,High,,,
3661,cjohnson@example.com,Open,Critical,,,
3662,jamesgreen@example.com,Open,Critical,,,
3663,nataliesummers@example.org,Pending Customer Response,Critical,2023-06-01 10:15:52,,
3664,eturner@example.com,Open,Medium,,,
3665,rsingleton@example.org,Pending Customer Response,High,2023-06-01 04:38:54,,
3666,nicholas18@example.com,Open,High,,,
3667,vanessa95@example.net,Open,Critical,,,
3668,austinthomas@example.org,Closed,Critical,2023-06-01 19:56:57,2023-06-01 22:19:57,3.0
3669,mclaughlinsteven@example.org,Closed,Low,2023-06-01 05:22:57,2023-06-01 21:54:57,2.0
3670,sullivanshannon@example.org,Open,High,,,
3671,jennapitts@example.net,Pending Customer Response,Medium,2023-06-01 00:36:01,,
3672,lisa84@example.com,Pending Customer Response,Low,2023-06-01 11:52:02,,
3673,aashley@example.net,Closed,Critical,2023-06-01 08:53:04,2023-06-01 17:33:04,5.0
3674,andrea01@example.org,Closed,Critical,2023-06-01 17:09:06,2023-06-01 14:46:06,4.0
3675,kim20@example.org,Closed,High,2023-05-31 23:31:07,2023-06-01 09:42:07,3.0
3676,lewiscourtney@example.net,Closed,Medium,2023-06-01 20:02:09,2023-06-01 18:26:09,4.0
3677,urodriguez@example.org,Open,Low,,,
3678,ihernandez@example.com,Pending Customer Response,High,2023-06-01 09:49:11,,
3679,xgarcia@example.com,Pending Customer Response,High,2023-06-01 03:16:12,,
3680,catherine13@example.com,Open,Medium,,,
3681,gperez@example.com,Closed,Critical,2023-06-01 18:04:16,2023-06-01 19:41:16,1.0
3682,dennis52@example.org,Closed,Critical,2023-06-01 01:52:17,2023-06-01 16:14:17,4.0
3683,csuarez@example.net,Pending Customer Response,High,2023-06-01 02:20:17,,
3684,jeffrey88@example.com,Open,Medium,,,
3685,lindsayjohnson@example.net,Pending Customer Response,Critical,2023-06-01 08:43:20,,
3686,rlambert@example.net,Open,Critical,,,
3687,fmorgan@example.com,Pending Customer Response,Medium,2023-06-01 05:04:22,,
3688,michaeljohnson@example.com,Open,High,,,
3689,alex15@example.org,Open,Critical,,,
3690,cmoran@example.org,Open,Low,,,
3691,peterboyd@example.com,Open,Medium,,,
3692,russelljustin@example.net,Open,Medium,,,
3693,bfuller@example.org,Closed,Low,2023-06-01 15:45:31,2023-06-01 06:13:31,3.0
3694,ericjackson@example.net,Pending Customer Response,Medium,2023-06-01 12:13:31,,
3695,ychandler@example.org,Closed,Critical,2023-06-01 22:51:32,2023-06-01 09:25:32,5.0
3696,nbrown@example.com,Open,High,,,
3697,kevin91@example.org,Pending Customer Response,Critical,2023-06-01 07:45:35,,
3698,carrwilliam@example.org,Closed,Medium,2023-06-01 13:20:36,2023-06-01 22:02:36,2.0
3699,jmendoza@example.com,Open,Low,,,
3700,samuelwashington@example.org,Pending Customer Response,Critical,2023-06-01 18:32:38,,
3701,brent31@example.com,Closed,High,2023-06-01 12:19:39,2023-06-01 03:17:39,5.0
3702,blake19@example.com,Closed,Critical,2023-06-01 10:46:40,2023-06-01 03:34:40,5.0
3703,ibenson@example.com,Pending Customer Response,Critical,2023-06-01 18:36:42,,
3704,selenasutton@example.org,Pending Customer Response,Low,2023-06-01 17:37:42,,
3705,zrobinson@example.net,Open,Low,,,
3706,vaughanbrenda@example.org,Pending Customer Response,High,2023-06-01 09:59:45,,
3707,lisaberg@example.com,Open,Critical,,,
3708,tgarcia@example.net,Closed,Low,2023-06-01 22:35:48,2023-06-01 12:23:48,3.0
3709,latoyarobinson@example.net,Open,Medium,,,
3710,watsonandrew@example.org,Closed,Medium,2023-06-01 15:28:49,2023-06-01 18:07:49,3.0
3711,rogersmark@example.org,Open,Critical,,,
3712,llloyd@example.com,Open,Low,,,
3713,cynthia74@example.com,Pending Customer Response,High,2023-06-01 17:00:53,,
3714,jmartin@example.org,Pending Customer Response,Medium,2023-06-01 20:46:55,,
3715,sullivanshannon@example.net,Open,Low,,,
3716,wcarter@example.com,Pending Customer Response,Critical,2023-06-01 00:40:58,,
